id,fen,engine,move,score,wins,draws,losses,depth,seldepth,nodes,time,hashfull
313,nqrbbkrn/pppppppp/8/8/8/8/PPPPPPPP/NQRBBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,31,79,912,9,12,26,100755,0.017,4
314,nqrkbbrn/pppppppp/8/8/8/8/PPPPPPPP/NQRKBBRN w KQkq - 0 1,Stockfish 17.1,c2c4,95,452,547,1,11,15,100889,0.02,2
315,nqrkbrnb/pppppppp/8/8/8/8/PPPPPPPP/NQRKBRNB w KQkq - 0 1,Stockfish 17.1,g2g4,20,55,931,14,10,12,100282,0.018,3
316,nbqrkrbn/pppppppp/8/8/8/8/PPPPPPPP/NBQRKRBN w KQkq - 0 1,Stockfish 17.1,c2c4,52,155,841,4,11,14,101359,0.017,4
317,nqrbkrbn/pppppppp/8/8/8/8/PPPPPPPP/NQRBKRBN w KQkq - 0 1,Stockfish 17.1,f2f4,57,177,819,4,10,19,100446,0.018,2
318,nqrkrbbn/pppppppp/8/8/8/8/PPPPPPPP/NQRKRBBN w KQkq - 0 1,Stockfish 17.1,b2b4,17,49,935,16,12,22,101239,0.014,3
319,nqrkrnbb/pppppppp/8/8/8/8/PPPPPPPP/NQRKRNBB w KQkq - 0 1,Stockfish 17.1,f2f4,28,71,918,11,11,18,101070,0.017,3
320,bbnrqkrn/pppppppp/8/8/8/8/PPPPPPPP/BBNRQKRN w KQkq - 0 1,Stockfish 17.1,f1g1,50,146,849,5,11,20,100621,0.016,4
321,bnrbqkrn/pppppppp/8/8/8/8/PPPPPPPP/BNRBQKRN w KQkq - 0 1,Stockfish 17.1,b2b4,25,65,923,12,12,18,100286,0.017,5
322,bnrqkbrn/pppppppp/8/8/8/8/PPPPPPPP/BNRQKBRN w KQkq - 0 1,Stockfish 17.1,e2e3,44,120,874,6,12,21,100057,0.017,4
323,bnrqkrnb/pppppppp/8/8/8/8/PPPPPPPP/BNRQKRNB w KQkq - 0 1,Stockfish 17.1,b2b4,15,46,937,17,11,16,100962,0.02,3
324,nbbrqkrn/pppppppp/8/8/8/8/PPPPPPPP/NBBRQKRN w KQkq - 0 1,Stockfish 17.1,f1g1,26,67,922,11,11,18,100220,0.015,3
325,nrbbqkrn/pppppppp/8/8/8/8/PPPPPPPP/NRBBQKRN w KQkq - 0 1,Stockfish 17.1,f1g1,28,72,918,10,11,22,100185,0.019,7
326,nrbqkbrn/pppppppp/8/8/8/8/PPPPPPPP/NRBQKBRN w KQkq - 0 1,Stockfish 17.1,e2e4,43,117,877,6,11,15,100028,0.019,3
327,nrbqkrnb/pppppppp/8/8/8/8/PPPPPPPP/NRBQKRNB w KQkq - 0 1,Stockfish 17.1,g1f3,15,47,937,16,12,15,100537,0.018,4
328,nbrqbkrn/pppppppp/8/8/8/8/PPPPPPPP/NBRQBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,46,128,866,6,11,17,100869,0.018,4
329,nrqbbkrn/pppppppp/8/8/8/8/PPPPPPPP/NRQBBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,36,95,897,8,12,25,100786,0.017,4
330,nrqkbbrn/pppppppp/8/8/8/8/PPPPPPPP/NRQKBBRN w KQkq - 0 1,Stockfish 17.1,c2c4,31,79,912,9,9,17,101064,0.02,4
331,nrqkbrnb/pppppppp/8/8/8/8/PPPPPPPP/NRQKBRNB w KQkq - 0 1,Stockfish 17.1,g1f3,71,260,738,2,11,16,100297,0.018,5
332,nbrqkrbn/pppppppp/8/8/8/8/PPPPPPPP/NBRQKRBN w KQkq - 0 1,Stockfish 17.1,f2f4,63,209,788,3,12,26,101053,0.018,4
333,nrqbkrbn/pppppppp/8/8/8/8/PPPPPPPP/NRQBKRBN w KQkq - 0 1,Stockfish 17.1,f2f4,60,194,803,3,12,16,100568,0.018,5
334,nrqkrbbn/pppppppp/8/8/8/8/PPPPPPPP/NRQKRBBN w KQkq - 0 1,Stockfish 17.1,f2f3,55,169,827,4,11,17,100425,0.017,4
335,nrqkrnbb/pppppppp/8/8/8/8/PPPPPPPP/NRQKRNBB w KQkq - 0 1,Stockfish 17.1,f2f4,35,91,901,8,11,20,100463,0.016,3
336,bbnrkqrn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKQRN w KQkq - 0 1,Stockfish 17.1,c2c4,40,107,886,7,10,21,100240,0.017,4
337,bnrbkqrn/pppppppp/8/8/8/8/PPPPPPPP/BNRBKQRN w KQkq - 0 1,Stockfish 17.1,e2e3,30,76,914,10,13,19,100627,0.017,3
338,bnrkqbrn/pppppppp/8/8/8/8/PPPPPPPP/BNRKQBRN w KQkq - 0 1,Stockfish 17.1,d2d4,24,63,925,12,12,22,100745,0.016,3
339,bnrkqrnb/pppppppp/8/8/8/8/PPPPPPPP/BNRKQRNB w KQkq - 0 1,Stockfish 17.1,g2g4,32,83,908,9,13,19,100744,0.018,3
340,nbbrkqrn/pppppppp/8/8/8/8/PPPPPPPP/NBBRKQRN w KQkq - 0 1,Stockfish 17.1,c2c3,36,92,900,8,10,13,100182,0.016,4
341,nrbbkqrn/pppppppp/8/8/8/8/PPPPPPPP/NRBBKQRN w KQkq - 0 1,Stockfish 17.1,f2f4,36,94,898,8,11,17,100168,0.018,2
342,nrbkqbrn/pppppppp/8/8/8/8/PPPPPPPP/NRBKQBRN w KQkq - 0 1,Stockfish 17.1,d2d4,61,202,795,3,12,15,100962,0.02,4
343,nrbkqrnb/pppppppp/8/8/8/8/PPPPPPPP/NRBKQRNB w KQkq - 0 1,Stockfish 17.1,d2d3,67,234,763,3,11,17,100816,0.017,2
344,nbrkbqrn/pppppppp/8/8/8/8/PPPPPPPP/NBRKBQRN w KQkq - 0 1,Stockfish 17.1,c2c4,55,167,829,4,11,19,100418,0.019,3
345,nrkbbqrn/pppppppp/8/8/8/8/PPPPPPPP/NRKBBQRN w KQkq - 0 1,Stockfish 17.1,d2d4,25,65,923,12,10,17,101017,0.017,4
346,nrkqbbrn/pppppppp/8/8/8/8/PPPPPPPP/NRKQBBRN w KQkq - 0 1,Stockfish 17.1,d2d4,40,105,888,7,12,14,100504,0.018,3
347,nrkqbrnb/pppppppp/8/8/8/8/PPPPPPPP/NRKQBRNB w KQkq - 0 1,Stockfish 17.1,g2g4,38,100,893,7,11,13,100739,0.018,3
348,nbrkqrbn/pppppppp/8/8/8/8/PPPPPPPP/NBRKQRBN w KQkq - 0 1,Stockfish 17.1,c2c4,55,170,826,4,10,21,100640,0.018,4
349,nrkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/NRKBQRBN w KQkq - 0 1,Stockfish 17.1,f2f4,47,132,863,5,11,17,101379,0.019,2
350,nrkqrbbn/pppppppp/8/8/8/8/PPPPPPPP/NRKQRBBN w KQkq - 0 1,Stockfish 17.1,f2f4,53,160,836,4,10,20,101055,0.02,3
351,nrkqrnbb/pppppppp/8/8/8/8/PPPPPPPP/NRKQRNBB w KQkq - 0 1,Stockfish 17.1,f2f4,33,85,906,9,11,17,100419,0.016,3
352,bbnrkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRQN w KQkq - 0 1,Stockfish 17.1,c2c4,26,67,922,11,11,17,100365,0.016,5
353,bnrbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BNRBKRQN w KQkq - 0 1,Stockfish 17.1,b2b4,2,30,944,26,11,12,100481,0.018,5
354,bnrkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BNRKRBQN w KQkq - 0 1,Stockfish 17.1,b2b3,23,61,927,12,11,23,100759,0.017,5
355,bnrkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BNRKRQNB w KQkq - 0 1,Stockfish 17.1,g2g4,32,81,910,9,12,17,101050,0.019,4
356,nbbrkrqn/pppppppp/8/8/8/8/PPPPPPPP/NBBRKRQN w KQkq - 0 1,Stockfish 17.1,g2g4,36,93,899,8,12,20,100501,0.016,4
357,nrbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/NRBBKRQN w KQkq - 0 1,Stockfish 17.1,f2f4,69,253,745,2,11,18,100869,0.018,7
358,nrbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/NRBKRBQN w KQkq - 0 1,Stockfish 17.1,f2f4,58,183,813,4,12,15,100301,0.02,4
359,nrbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/NRBKRQNB w KQkq - 0 1,Stockfish 17.1,d2d3,22,59,928,13,10,20,100275,0.018,4
360,nbrkbrqn/pppppppp/8/8/8/8/PPPPPPPP/NBRKBRQN w KQkq - 0 1,Stockfish 17.1,c2c4,57,180,816,4,11,15,100762,0.02,5
361,nrkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/NRKBBRQN w KQkq - 0 1,Stockfish 17.1,f2f4,36,95,897,8,11,17,100096,0.019,4
362,nrkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/NRKRBBQN w KQkq - 0 1,Stockfish 17.1,e2e4,36,93,899,8,11,18,100798,0.017,5
363,nrkrbqnb/pppppppp/8/8/8/8/PPPPPPPP/NRKRBQNB w KQkq - 0 1,Stockfish 17.1,f2f4,46,128,866,6,11,23,101156,0.018,5
364,nbrkrqbn/pppppppp/8/8/8/8/PPPPPPPP/NBRKRQBN w KQkq - 0 1,Stockfish 17.1,f2f4,31,78,912,10,9,16,100328,0.017,5
365,nrkbrqbn/pppppppp/8/8/8/8/PPPPPPPP/NRKBRQBN w KQkq - 0 1,Stockfish 17.1,f2f4,39,103,890,7,11,18,100294,0.018,6
366,nrkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/NRKRQBBN w KQkq - 0 1,Stockfish 17.1,f2f4,34,88,904,8,11,20,100712,0.017,3
367,nrkrqnbb/pppppppp/8/8/8/8/PPPPPPPP/NRKRQNBB w KQkq - 0 1,Stockfish 17.1,f2f4,32,83,908,9,10,18,100571,0.017,3
368,bbnrkrnq/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRNQ w KQkq - 0 1,Stockfish 17.1,b2b4,41,108,885,7,12,17,100226,0.019,4
369,bnrbkrnq/pppppppp/8/8/8/8/PPPPPPPP/BNRBKRNQ w KQkq - 0 1,Stockfish 17.1,b2b4,23,61,927,12,11,19,100350,0.02,4
370,bnrkrbnq/pppppppp/8/8/8/8/PPPPPPPP/BNRKRBNQ w KQkq - 0 1,Stockfish 17.1,e2e4,30,77,913,10,11,15,100389,0.018,4
371,bnrkrnqb/pppppppp/8/8/8/8/PPPPPPPP/BNRKRNQB w KQkq - 0 1,Stockfish 17.1,d1c1,26,66,923,11,10,16,101004,0.019,3
372,nbbrkrnq/pppppppp/8/8/8/8/PPPPPPPP/NBBRKRNQ w KQkq - 0 1,Stockfish 17.1,d2d4,14,45,938,17,10,20,100261,0.017,5
373,nrbbkrnq/pppppppp/8/8/8/8/PPPPPPPP/NRBBKRNQ w KQkq - 0 1,Stockfish 17.1,f2f4,49,141,854,5,12,15,100354,0.02,3
374,nrbkrbnq/pppppppp/8/8/8/8/PPPPPPPP/NRBKRBNQ w KQkq - 0 1,Stockfish 17.1,e2e4,39,104,889,7,10,18,101012,0.018,4
375,nrbkrnqb/pppppppp/8/8/8/8/PPPPPPPP/NRBKRNQB w KQkq - 0 1,Stockfish 17.1,f2f4,52,151,844,5,11,21,100349,0.02,2
376,nbrkbrnq/pppppppp/8/8/8/8/PPPPPPPP/NBRKBRNQ w KQkq - 0 1,Stockfish 17.1,d1c1,47,130,865,5,11,13,100493,0.017,3
377,nrkbbrnq/pppppppp/8/8/8/8/PPPPPPPP/NRKBBRNQ w KQkq - 0 1,Stockfish 17.1,f2f4,32,83,908,9,11,19,100532,0.018,3
378,nrkrbbnq/pppppppp/8/8/8/8/PPPPPPPP/NRKRBBNQ w KQkq - 0 1,Stockfish 17.1,e2e4,37,96,896,8,11,17,100111,0.019,3
379,nrkrbnqb/pppppppp/8/8/8/8/PPPPPPPP/NRKRBNQB w KQkq - 0 1,Stockfish 17.1,f2f4,37,96,896,8,9,13,100637,0.018,4
380,nbrkrnbq/pppppppp/8/8/8/8/PPPPPPPP/NBRKRNBQ w KQkq - 0 1,Stockfish 17.1,g2g3,-6,23,943,34,10,22,101524,0.016,4
381,nrkbrnbq/pppppppp/8/8/8/8/PPPPPPPP/NRKBRNBQ w KQkq - 0 1,Stockfish 17.1,f2f4,50,143,852,5,11,19,100096,0.018,2
382,nrkrnbbq/pppppppp/8/8/8/8/PPPPPPPP/NRKRNBBQ w KQkq - 0 1,Stockfish 17.1,f2f4,38,100,893,7,12,18,100610,0.017,4
383,nrkrnqbb/pppppppp/8/8/8/8/PPPPPPPP/NRKRNQBB w KQkq - 0 1,Stockfish 17.1,g2g4,23,61,927,12,10,18,100048,0.016,4
384,bbqrnnkr/pppppppp/8/8/8/8/PPPPPPPP/BBQRNNKR w KQkq - 0 1,Stockfish 17.1,b2b4,24,62,926,12,11,20,100849,0.018,5
385,bqrbnnkr/pppppppp/8/8/8/8/PPPPPPPP/BQRBNNKR w KQkq - 0 1,Stockfish 17.1,h2h4,26,66,923,11,10,17,100525,0.018,6
386,bqrnnbkr/pppppppp/8/8/8/8/PPPPPPPP/BQRNNBKR w KQkq - 0 1,Stockfish 17.1,b2b4,18,52,933,15,12,19,100280,0.018,6
387,bqrnnkrb/pppppppp/8/8/8/8/PPPPPPPP/BQRNNKRB w KQkq - 0 1,Stockfish 17.1,b2b4,21,57,930,13,11,23,100499,0.019,4
388,qbbrnnkr/pppppppp/8/8/8/8/PPPPPPPP/QBBRNNKR w KQkq - 0 1,Stockfish 17.1,h2h4,43,117,877,6,11,18,100211,0.018,4
389,qrbbnnkr/pppppppp/8/8/8/8/PPPPPPPP/QRBBNNKR w KQkq - 0 1,Stockfish 17.1,h2h4,36,92,900,8,11,17,100046,0.019,8
390,qrbnnbkr/pppppppp/8/8/8/8/PPPPPPPP/QRBNNBKR w KQkq - 0 1,Stockfish 17.1,h2h4,28,72,918,10,13,16,100499,0.018,5
391,qrbnnkrb/pppppppp/8/8/8/8/PPPPPPPP/QRBNNKRB w KQkq - 0 1,Stockfish 17.1,b2b4,14,45,938,17,9,19,100225,0.019,4
392,qbrnbnkr/pppppppp/8/8/8/8/PPPPPPPP/QBRNBNKR w KQkq - 0 1,Stockfish 17.1,d1e3,44,122,872,6,30,39,100003061,24.953,535
393,qrnbbnkr/pppppppp/8/8/8/8/PPPPPPPP/QRNBBNKR w KQkq - 0 1,Stockfish 17.1,h2h4,25,65,923,12,11,20,100116,0.017,5
394,qrnnbbkr/pppppppp/8/8/8/8/PPPPPPPP/QRNNBBKR w KQkq - 0 1,Stockfish 17.1,c2c4,30,76,914,10,13,15,100289,0.018,5
395,qrnnbkrb/pppppppp/8/8/8/8/PPPPPPPP/QRNNBKRB w KQkq - 0 1,Stockfish 17.1,d2d3,31,78,912,10,11,14,100204,0.021,6
396,qbrnnkbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNNKBR w KQkq - 0 1,Stockfish 17.1,d2d4,13,44,938,18,11,11,100613,0.018,5
397,qrnbnkbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBNKBR w KQkq - 0 1,Stockfish 17.1,e2e4,49,142,853,5,11,20,100162,0.019,6
398,qrnnkbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNNKBBR w KQkq - 0 1,Stockfish 17.1,f2f3,25,66,923,11,13,19,100697,0.017,4
399,qrnnkrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNNKRBB w KQkq - 0 1,Stockfish 17.1,b2b4,93,440,559,1,12,18,100578,0.017,3
400,bbrqnnkr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNNKR w KQkq - 0 1,Stockfish 17.1,h2h4,21,57,930,13,12,20,100632,0.015,4
401,brqbnnkr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNNKR w KQkq - 0 1,Stockfish 17.1,h2h4,20,55,931,14,12,16,100245,0.018,4
402,brqnnbkr/pppppppp/8/8/8/8/PPPPPPPP/BRQNNBKR w KQkq - 0 1,Stockfish 17.1,h2h4,20,55,931,14,12,20,100227,0.017,5
403,brqnnkrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNNKRB w KQkq - 0 1,Stockfish 17.1,g2g4,24,64,924,12,12,20,100631,0.019,4
404,rbbqnnkr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNNKR w KQkq - 0 1,Stockfish 17.1,e2e4,37,97,895,8,10,17,100584,0.017,5
405,rqbbnnkr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNNKR w KQkq - 0 1,Stockfish 17.1,e2e4,31,79,912,9,11,17,100354,0.017,2
406,rqbnnbkr/pppppppp/8/8/8/8/PPPPPPPP/RQBNNBKR w KQkq - 0 1,Stockfish 17.1,e2e4,35,91,901,8,12,22,100032,0.016,4
407,rqbnnkrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNNKRB w KQkq - 0 1,Stockfish 17.1,d2d4,18,52,933,15,13,18,100174,0.016,3
408,rbqnbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBNKR w KQkq - 0 1,Stockfish 17.1,d2d4,83,353,646,1,10,15,100166,0.018,3
409,rqnbbnkr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBNKR w KQkq - 0 1,Stockfish 17.1,h2h4,33,85,906,9,12,17,100552,0.017,4
410,rqnnbbkr/pppppppp/8/8/8/8/PPPPPPPP/RQNNBBKR w KQkq - 0 1,Stockfish 17.1,e2e4,29,75,915,10,14,21,100400,0.016,3
411,rqnnbkrb/pppppppp/8/8/8/8/PPPPPPPP/RQNNBKRB w KQkq - 0 1,Stockfish 17.1,e2e4,73,276,722,2,12,19,101080,0.015,4
412,rbqnnkbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNNKBR w KQkq - 0 1,Stockfish 17.1,d2d4,39,104,889,7,12,19,100104,0.015,4
413,rqnbnkbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBNKBR w KQkq - 0 1,Stockfish 17.1,e2e4,59,188,808,4,11,14,100573,0.019,3
414,rqnnkbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNNKBBR w KQkq - 0 1,Stockfish 17.1,d2d4,25,66,923,11,13,18,100794,0.016,4
415,rqnnkrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNNKRBB w KQkq - 0 1,Stockfish 17.1,e2e4,58,184,812,4,12,23,100193,0.017,4
416,bbrnqnkr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQNKR w KQkq - 0 1,Stockfish 17.1,h2h4,49,142,853,5,11,19,100184,0.015,5
417,brnbqnkr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQNKR w KQkq - 0 1,Stockfish 17.1,h2h4,32,82,909,9,12,22,100576,0.016,6
418,brnqnbkr/pppppppp/8/8/8/8/PPPPPPPP/BRNQNBKR w KQkq - 0 1,Stockfish 17.1,c2c4,22,59,928,13,12,23,100432,0.016,6
419,brnqnkrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQNKRB w KQkq - 0 1,Stockfish 17.1,g2g3,31,80,911,9,12,17,100681,0.018,4
420,rbbnqnkr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQNKR w KQkq - 0 1,Stockfish 17.1,h2h4,30,78,912,10,11,16,101077,0.017,4
421,rnbbqnkr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQNKR w KQkq - 0 1,Stockfish 17.1,d2d4,34,88,904,8,11,18,100106,0.017,8
422,rnbqnbkr/pppppppp/8/8/8/8/PPPPPPPP/RNBQNBKR w KQkq - 0 1,Stockfish 17.1,d2d4,22,58,929,13,13,17,100227,0.018,5
423,rnbqnkrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQNKRB w KQkq - 0 1,Stockfish 17.1,d2d4,12,43,939,18,13,15,100898,0.018,4
424,rbnqbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBNKR w KQkq - 0 1,Stockfish 17.1,e2e4,29,73,917,10,10,18,100147,0.018,5
425,rnqbbnkr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBNKR w KQkq - 0 1,Stockfish 17.1,d2d4,34,87,904,9,14,21,100281,0.018,6
426,rnqnbbkr/pppppppp/8/8/8/8/PPPPPPPP/RNQNBBKR w KQkq - 0 1,Stockfish 17.1,d2d4,27,69,920,11,11,20,100241,0.019,5
427,rnqnbkrb/pppppppp/8/8/8/8/PPPPPPPP/RNQNBKRB w KQkq - 0 1,Stockfish 17.1,d2d4,21,57,930,13,9,15,101151,0.019,7
428,rbnqnkbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQNKBR w KQkq - 0 1,Stockfish 17.1,f2f3,12,43,939,18,11,17,101676,0.017,6
429,rnqbnkbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBNKBR w KQkq - 0 1,Stockfish 17.1,d2d4,23,61,927,12,11,17,100032,0.019,6
430,rnqnkbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQNKBBR w KQkq - 0 1,Stockfish 17.1,e2e4,45,126,868,6,12,20,100161,0.019,4
431,rnqnkrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQNKRBB w KQkq - 0 1,Stockfish 17.1,g2g4,21,57,930,13,11,19,100869,0.017,3
432,bbrnnqkr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNQKR w KQkq - 0 1,Stockfish 17.1,c2c4,11,40,941,19,13,20,100156,0.015,4
433,brnbnqkr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNQKR w KQkq - 0 1,Stockfish 17.1,h2h4,21,56,930,14,13,19,100137,0.018,4
434,brnnqbkr/pppppppp/8/8/8/8/PPPPPPPP/BRNNQBKR w KQkq - 0 1,Stockfish 17.1,h2h4,35,90,902,8,11,18,100412,0.017,5
435,brnnqkrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNQKRB w KQkq - 0 1,Stockfish 17.1,g2g3,26,67,922,11,13,16,101045,0.018,4
436,rbbnnqkr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNQKR w KQkq - 0 1,Stockfish 17.1,d2d4,61,200,797,3,13,24,100392,0.017,5
437,rnbbnqkr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNQKR w KQkq - 0 1,Stockfish 17.1,d2d4,32,82,909,9,11,14,100275,0.019,3
438,rnbnqbkr/pppppppp/8/8/8/8/PPPPPPPP/RNBNQBKR w KQkq - 0 1,Stockfish 17.1,d2d4,41,111,882,7,11,20,100974,0.018,4
439,rnbnqkrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNQKRB w KQkq - 0 1,Stockfish 17.1,g2g4,40,107,886,7,10,18,100561,0.018,3
440,rbnnbqkr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBQKR w KQkq - 0 1,Stockfish 17.1,d2d4,29,74,916,10,11,21,100109,0.017,3
441,rnnbbqkr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBQKR w KQkq - 0 1,Stockfish 17.1,d2d4,36,95,897,8,11,20,100132,0.017,4
442,rnnqbbkr/pppppppp/8/8/8/8/PPPPPPPP/RNNQBBKR w KQkq - 0 1,Stockfish 17.1,h2h4,34,86,905,9,13,18,100852,0.018,3
443,rnnqbkrb/pppppppp/8/8/8/8/PPPPPPPP/RNNQBKRB w KQkq - 0 1,Stockfish 17.1,c2c4,20,56,930,14,10,21,100124,0.019,4
444,rbnnqkbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNQKBR w KQkq - 0 1,Stockfish 17.1,f2f3,13,44,938,18,11,19,100562,0.017,5
445,rnnbqkbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBQKBR w KQkq - 0 1,Stockfish 17.1,f2f4,25,66,923,11,11,23,100124,0.02,4
446,rnnqkbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNQKBBR w KQkq - 0 1,Stockfish 17.1,e2e4,29,73,917,10,10,19,100324,0.019,4
447,rnnqkrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNQKRBB w KQkq - 0 1,Stockfish 17.1,g2g4,39,103,890,7,12,18,100384,0.018,4
448,bbrnnkqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKQR w KQkq - 0 1,Stockfish 17.1,c2c4,33,85,906,9,11,16,100535,0.017,5
449,brnbnkqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKQR w KQkq - 0 1,Stockfish 17.1,b2b4,44,122,872,6,10,23,100764,0.019,7
450,brnnkbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBQR w KQkq - 0 1,Stockfish 17.1,f2f3,28,71,918,11,13,23,100027,0.018,7
451,brnnkqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKQRB w KQkq - 0 1,Stockfish 17.1,b2b4,16,47,937,16,10,14,100722,0.018,5
452,rbbnnkqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKQR w KQkq - 0 1,Stockfish 17.1,f2f4,20,56,930,14,13,16,100401,0.018,4
453,rnbbnkqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKQR w KQkq - 0 1,Stockfish 17.1,e2e4,30,78,912,10,10,16,101038,0.02,9
454,rnbnkbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBQR w KQkq - 0 1,Stockfish 17.1,d2d4,61,202,795,3,10,17,100053,0.019,5
455,rnbnkqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKQRB w KQkq - 0 1,Stockfish 17.1,g2g4,37,95,897,8,11,16,100064,0.018,5
456,rbnnbkqr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKQR w KQkq - 0 1,Stockfish 17.1,f2f3,31,79,912,9,11,14,100817,0.019,6
457,rnnbbkqr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKQR w KQkq - 0 1,Stockfish 17.1,f2f4,17,50,935,15,10,17,100642,0.022,7
458,rnnkbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBQR w KQkq - 0 1,Stockfish 17.1,d2d4,54,165,831,4,12,21,100225,0.017,6
459,rnnkbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBQRB w KQkq - 0 1,Stockfish 17.1,b1c3,29,73,917,10,12,17,100829,0.017,8
460,rbnnkqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNKQBR w KQkq - 0 1,Stockfish 17.1,e2e4,21,58,929,13,11,16,101505,0.019,6
461,rnnbkqbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBKQBR w KQkq - 0 1,Stockfish 17.1,e2e4,46,128,866,6,12,19,100453,0.019,7
462,rnnkqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNKQBBR w KQkq - 0 1,Stockfish 17.1,d2d4,34,88,904,8,13,19,100415,0.018,4
463,rnnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKQRBB w KQkq - 0 1,Stockfish 17.1,b1c3,62,206,791,3,12,15,100698,0.017,3
464,bbrnnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,46,129,866,5,11,21,100334,0.019,4
465,brnbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKRQ w KQkq - 0 1,Stockfish 17.1,e2e4,47,131,864,5,10,15,100664,0.019,5
466,brnnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,38,98,895,7,11,18,100012,0.02,5
467,brnnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKRQB w KQkq - 0 1,Stockfish 17.1,g2g4,23,61,927,12,11,20,100179,0.017,4
468,rbbnnkrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKRQ w KQkq - 0 1,Stockfish 17.1,g2g3,30,77,913,10,12,22,100569,0.016,6
